icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source
3e120c,,Germany,1762969199,1762969199,9.6949,53.5703,487.68,False,71.57,87.53,-0.33,,487.68,,False,0
440822,AUA15G  ,Austria,1762969448,1762969448,9.1944,47.1293,11887.2,False,237.03,71.13,-0.33,,12161.52,1000,False,0
aa7fa7,N776DL  ,United States,1762969448,1762969448,9.4598,49.0326,853.44,False,61.48,185.28,-0.33,,891.54,,False,0
406b6d,CFE93AU ,United Kingdom,1762969448,1762969448,9.7513,52.4698,11277.6,False,252.31,84.27,-0.33,,11445.24,,False,0
3d5d87,DFHRB   ,Germany,1762969231,1762969231,9.6828,50.7691,6705.6,False,151.52,354.15,-0.65,,6903.72,5005,False,0
a05f21,N123CZ  ,United States,1762969198,1762969198,8.7209,46.7655,8534.4,False,177.27,183.33,-1.95,,8808.72,1000,False,0
3d6fb7,DFOOD   ,Germany,1762969448,1762969448,10.4679,49.7907,6423.66,False,129.61,210.53,-4.88,,6644.64,,False,0
3cd069,GFD93   ,Germany,1762969449,1762969449,6.6027,51.7187,777.24,False,135.44,357.39,0.33,,807.72,,False,0
4b4417,HBZUL   ,Switzerland,1762969357,1762969357,9.5762,47.3425,1211.58,False,58.92,28.13,-1.95,,1303.02,,False,0
440631,EJU65FX ,Austria,1762969483,1762969483,8.9965,46.9814,10972.8,False,210.47,358.6,-0.33,,11262.36,1000,False,0
06a072,QTR61P  ,Qatar,1762969482,1762969482,10.0758,49.7015,10668,False,268.55,110.17,0,,10911.84,,False,0
48c2a2,,Poland,1762969483,1762969483,7.4149,50.8352,11277.6,False,251.32,51.82,0,,11506.2,,False,0
3c4dc2,DLH206  ,Germany,1762969317,1762969317,10.4921,50.1182,8831.58,False,231.18,77.66,3.25,,9044.94,5014,False,0
3d25d8,DEMOU   ,Germany,1762969231,1762969231,9.6954,50.6056,1645.92,False,77.02,15.89,-0.33,,1744.98,,False,0
4acada,EUW9714 ,Sweden,1762969449,1762969449,7.5405,50.8223,4008.12,False,151.24,56.09,7.8,,4130.04,,False,0
3c6754,DLH7HY  ,Germany,1762969199,1762969199,9.4939,50.4618,7353.3,False,245.45,65.74,4.88,,7566.66,1000,False,0
3c674a,DLH2NL  ,Germany,1762969421,1762969421,10.1237,53.5524,3017.52,False,155.99,349.36,-8.45,,3108.96,,False,0
3c670e,DLH458  ,Germany,1762969356,1762969356,9.8966,52.6396,10972.8,False,238.06,338.31,0,,11125.2,,False,0
3c658e,DLH864  ,Germany,1762969448,1762969448,9.0758,51.4163,9753.6,False,240.02,357.17,8.13,,9959.34,3743,False,0
3c64b0,DLH4YF  ,Germany,1762969473,1762969473,8.4618,49.9421,1874.52,False,116.34,197.23,9.43,,1950.72,,False,0
39e4ac,AFR77FV ,France,1762969245,1762969245,9.0917,47.5232,10965.18,False,221.13,266.4,0,,11193.78,1000,False,0
4b5c1e,,Switzerland,1762969487,1762969490,8.5572,47.4607,,True,0,340.31,,,,,False,0
4854cf,TRA35G  ,Kingdom of the Netherlands,1762969357,1762969357,9.0715,49.0485,11277.6,False,253.76,153.38,0,,11529.06,1000,False,0
4855d0,KLM21B  ,Kingdom of the Netherlands,1762969482,1762969482,8.337,52.9204,3970.02,False,183.84,85.02,-8.78,,4038.6,,False,0
4b7fab,PEG51   ,Switzerland,1762969281,1762969281,7.2767,46.8149,952.5,False,154.64,322.98,-0.65,,1036.32,,False,0
4ca92b,RYR80RJ ,Ireland,1762969482,1762969482,9.9705,48.8386,11887.2,False,250.26,123.85,-0.33,,12138.66,5206,False,0
3d3e71,DEVWZ   ,Germany,1762969482,1762969482,9.6899,47.5907,2270.76,False,46.22,163.18,1.3,,2385.06,,False,0
3cd5ae,,Germany,1762969357,1762969357,9.523,47.6733,,True,0,239.06,,,,,False,0
4864eb,KLM1633 ,Kingdom of the Netherlands,1762969449,1762969449,7.9008,50.3247,11277.6,False,251.32,139.23,-0.33,,11498.58,,False,0
4853d2,TRA3E   ,Kingdom of the Netherlands,1762969259,1762969259,7.407,51.4678,7277.1,False,177.17,281.9,-4.23,,7444.74,1000,False,0
43c6f3,RRR2303 ,United Kingdom,1762969482,1762969482,8.8539,50.7785,11582.4,False,202.68,285.31,0,,11780.52,3121,False,0
484161,,Kingdom of the Netherlands,1762969447,1762969447,10.3456,52.4386,10553.7,False,255.16,76.36,-10.4,,10736.58,,False,0
3d9d1c,DGFTC   ,Germany,1762969231,1762969231,8.5096,49.4592,274.32,False,54.08,2.73,0.33,,335.28,,False,0
346193,VOE9005 ,Spain,1762969453,1762969453,7.3228,51.3546,11887.2,False,223.2,34.86,0,,12016.74,1000,False,0
4cafcd,SAS73C  ,Ireland,1762969483,1762969483,9.7012,53.4701,11574.78,False,200.02,216.63,0,,11681.46,,False,0
3d419a,DEXCC   ,Germany,1762969231,1762969231,7.7078,52.0207,1981.2,False,49.39,180.6,0,,2019.3,,False,0
485da3,KLM7911 ,Kingdom of the Netherlands,1762969281,1762969281,6.5851,53.1227,190.5,False,43.42,233.67,3.9,,190.5,7023,False,0
a8158b,N62SY   ,United States,1762969482,1762969482,6.8488,50.3462,2011.68,False,60.27,2.94,-1.63,,2072.64,,False,0
ab805a,FDX5040 ,United States,1762969224,1762969224,8.3786,47.2104,11277.6,False,251.5,122.13,0,,11475.72,5643,False,0
407536,BAW971  ,United Kingdom,1762969245,1762969245,6.5331,52.7788,11590.02,False,204,246.99,0,,11673.84,1372,False,0
3e0a2e,BPO660  ,Germany,1762969483,1762969483,10.4569,52.5532,266.7,False,40.04,117.55,0.98,,297.18,,False,0
3c7a4b,CFG315  ,Germany,1762969280,1762969280,8.5339,50.0536,,True,7.72,70.31,,,,,False,0
300782,DLA5YW  ,Italy,1762969482,1762969482,8.5176,47.7986,2720.34,False,119.92,178.28,-5.2,,2857.5,1000,False,0
3c56f1,EWG1YA  ,Germany,1762969230,1762969230,9.2878,50.5517,9616.44,False,200.93,317.08,-8.13,,9867.9,,False,0
4cad96,SAS84F  ,Ireland,1762969453,1762969453,6.0376,53.1248,11582.4,False,199.09,235,0.33,,11658.6,,False,0
4d226f,RYR907C ,Malta,1762969281,1762969281,7.1375,48.1451,11277.6,False,231.94,152.53,0.33,,11544.3,2261,False,0
3d0e31,DEDPX   ,Germany,1762969482,1762969482,8.6152,49.9805,358.14,False,39.22,73.23,-0.33,,,,False,0
4d20f7,VJT61Q  ,Malta,1762969490,1762969490,6.6447,51.0634,13716,False,266.65,116.22,0,,13792.2,2173,False,0
398578,AFR1711 ,France,1762969231,1762969231,7.625,51.6818,10972.8,False,212.98,217.15,0,,11178.54,,False,0
4d203c,FJO68N  ,Malta,1762969353,1762969353,9.0973,50.5346,13106.4,False,232.29,192.4,0,,13197.84,5662,False,0
3c66b9,OCN9P   ,Germany,1762969357,1762969357,8.4538,49.1136,6263.64,False,213.74,184.83,7.48,,6484.62,1000,False,0
4b17e6,SWR791T ,Switzerland,1762969137,1762969277,9.1929,48.6888,,True,0,334.69,,,,,False,0
4b17fb,,Switzerland,1762969281,1762969281,8.5565,47.4536,,True,0,5.62,,,,,False,0
