icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source
4cac62,ABR140  ,Ireland,1763003596,1763003650,7.1215,50.882,,True,0.06,126.56,,,,7705,False,0
45cf22,SRR6374 ,Denmark,1763003761,1763003761,7.0696,48.5471,9456.42,False,220.07,200.38,-0.33,,9730.74,4111,False,0
3480da,SWT4HJ  ,Spain,1763003761,1763003761,10.0194,52.4525,1013.46,False,96.05,304.97,-2.6,,1021.08,4473,False,0
45ce4b,SRR6382 ,Denmark,1763003761,1763003761,6.2298,49.4739,11506.2,False,220.69,183.88,5.53,,11734.8,4133,False,0
45ce57,SRR6498 ,Denmark,1763003760,1763003760,8.0217,49.7691,10424.16,False,226.97,173.1,10.08,,10652.76,2573,False,0
45ce55,SRR6118 ,Denmark,1763003715,1763003732,7.1424,50.8681,,True,8.23,317.81,,,,1253,False,0
344647,SWT1KR  ,Spain,1763003761,1763003761,7.6018,50.8231,2232.66,False,118.62,66.21,4.55,,2293.62,7653,False,0
3c4306,LEOS61  ,Germany,1763003734,1763003734,8.5571,50.0442,,True,1.8,219.38,,,,,False,0
3c4315,,Germany,1763003504,1763003504,8.567,50.0471,,True,3.34,298.12,,,,,False,0
406a35,BAW262  ,United Kingdom,1763003761,1763003761,9.9507,46.7075,11582.4,False,232.53,307,0,,11894.82,7531,False,0
4b17fc,SWR105W ,Switzerland,1763003692,1763003714,8.562,47.4409,,True,0,244.69,,,,,False,0
